date, pm25, pm10, o3, no2, so2, co
2017/12/15, 28, 21, 23, 5, 6, 4
2017/12/16, 42, 20, 24, 2, , 
2017/12/17, 42, 15, 17, 2, , 2
2017/12/18, 28, 18, 15, 3, , 
2017/12/19, 32, 17, 19, 3, , 2
2017/12/20, 33, 16, 26, 4, 3, 2
2017/12/21, 32, 19, 34, 7, 11, 3
2017/12/22, 39, 22, 26, 7, 12, 4
2017/12/23, 44, 19, 20, 6, 10, 2
2017/12/24, 40, 17, 20, 8, 12, 2
2017/12/25, 31, 19, 33, 4, 6, 
2017/12/26, 40, 17, 13, 2, 2, 
2017/12/27, 36, 15, 19, 2, , 2
2017/12/28, 27, 19, 17, 1, 4, 2
2017/12/29, 33, 21, 17, 3, 6, 3
2017/12/30, 37, 19, 24, 5, 10, 2
2017/12/31, 35, , , , , 
2017/7/2, 27, 10, 27, 9, , 6
2017/7/3, 38, 12, 22, 11, , 5
2017/7/4, 41, 9, 14, 15, , 5
2017/7/5, 29, 9, 28, 5, , 4
2017/7/6, 28, 10, 23, 10, , 4
2017/7/7, 28, 9, 30, 8, , 3
2017/7/8, 21, 7, 28, 7, , 4
2017/7/9, 30, 9, 26, 8, , 4
2017/7/10, 35, 10, 20, 12, , 5
2017/7/11, 38, 7, 29, 3, , 2
2017/7/12, 18, 17, 33, 3, , 2
2017/7/13, 33, 16, 31, 9, , 4
2017/7/14, 34, 12, 20, 12, , 5
2017/7/15, 36, 12, 29, 5, , 6
2017/7/16, 40, 17, 33, 4, , 4
2017/7/17, 33, 19, 26, 10, , 3
2017/7/18, 42, 13, 28, 5, , 2
2017/7/19, 34, 10, 33, 2, , 
2017/7/20, 21, 13, 32, 2, , 2
2017/7/21, 24, 14, 32, 2, , 2
2017/7/22, 28, 13, 29, 8, , 4
2017/7/23, 30, 9, 26, 5, , 5
2017/7/24, 30, 9, 21, 11, , 4
2017/7/25, 29, 8, 26, 6, , 4
2017/7/26, 24, 9, 23, 11, , 4
2017/7/27, 22, 11, 25, 5, , 5
2017/7/28, 30, 13, 32, 2, , 2
2017/7/29, 27, 14, 33, 2, , 2
2017/7/30, 28, 14, 22, 9, , 3
2017/7/31, 29, 13, 27, 4, , 3
2017/8/1, 30, 9, 25, 7, , 3
2017/8/2, 26, 10, 20, 9, , 4
2017/8/3, 28, 11, 23, 8, , 5
2017/8/4, 27, 16, 24, 9, , 4
2017/8/5, 35, 12, 31, 7, , 4
2017/8/6, 25, 16, 33, 7, , 7
2017/8/7, 52, 10, 25, 7, 4, 4
